id,annee,arrondissement,chapitre_code,chapitre_libelle,nom_projet,montant,type_ap,confidence,source_page,source_pdf,date_extraction
2022_08_21_022,2022,8,,,Lutte contre les nuisances sonores sur les grands boulevards,17383.0,autre,0.7,21,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_08_21_023,2022,8,,,Rénovation de la piste cyclable sur le boulevard Malesherbes,8896.0,autre,0.7,21,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_08_21_024,2022,8,,,Patrimoine de voirie,2019.0,autre,0.7,21,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_09_24_000,2022,9,,,"EE 32, Bruxelles - Cour Oasis, Modernisation des salles adultes",503195.0,autre,0.7,24,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_09_24_001,2022,9,,,"EE 32, rue Buffaut - Cour Oasis (Mis en place de revêtement clair)",140103.0,autre,0.7,24,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_09_24_002,2022,9,,,"EM 34, rue Buffaut - Modernisation des salles adultes et des sanitaires",98623.0,autre,0.7,24,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_09_24_003,2022,9,,,Mairie du 9ème arrondissement - Réfection façade Rossini de la salle polyvalente,29941.0,autre,0.7,24,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_09_24_004,2022,9,,,"CC 25, rue de la Rochefoucauld - Modernisation section bébé",93294.0,autre,0.7,24,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_09_24_005,2022,9,,,mur mitoyen,55686.0,autre,0.7,24,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_09_24_006,2022,9,,,"Gymnase Valeyre - Agrandissement du mur d'escalade, Rénovations diverses",148970.0,autre,0.7,24,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_09_24_007,2022,9,,,Rue La Bruyère (différents niveaux) - Travaux de rénovation de chaussée,159368.0,autre,0.7,24,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_09_24_008,2022,9,,,Rue Condorcet - Travaux de rénovation de chaussée,155222.0,autre,0.7,24,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_09_24_009,2022,9,,,Rue Louise-Émilie de la Tour d'Auvergne - Agrandissement du trottoire,80710.0,autre,0.7,24,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_09_24_010,2022,9,,,Eglise De La Trinite - Restauration du massif d'entrée,6476861.0,autre,0.7,24,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_09_24_011,2022,9,,,Eglise Notre-Dame de Lorette - Restauration des maçonneries et des structures,105298.0,autre,0.7,24,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_09_24_012,2022,9,,,"EM 12, rue Chaptal - Mise aux normes de 3 cuisines",441825.0,autre,0.7,24,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_09_24_013,2022,9,,,AP de Budget Participatif,2021.0,autre,0.7,24,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_09_24_014,2022,9,,,Des Tableaux Numériques Interactifs dans toutes les classes,199917.0,autre,0.7,24,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_09_24_015,2022,9,,,Redonner vie à la fontaine Pigalle,71864.0,autre,0.7,24,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_000,2022,10,,,"toiture, ravalement de la courette intérieure",302771.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_001,2022,10,,,"EE des Recollets - Création d'une salle, travaux de rénovation et reprise d'étanchéité",262919.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_002,2022,10,,,EM Martel - Réfection du préau et rénovation de la couverture,147424.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_003,2022,10,,,EM Paradis - Travaux suite aux désordres hourdis,120955.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_004,2022,10,,,EM Louis Blanc - Travaux de rénovation et d'étanchéité dans la cour,113492.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_005,2022,10,,,EM Pierre Bullet - Cour oasis,103458.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_006,2022,10,,,réfectoire de la maternelle et remplacement du sol amianté du préau,101848.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_007,2022,10,,,Jardin Villemin - Rénovation,82000.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_008,2022,10,,,Square des Recollets - Rénovation,36699.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_009,2022,10,,,Entretien d'espaces verts Square Alban Satagne - Rénovation du square,10887.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_010,2022,10,,,"CC Claude Vallefaux, - Travaux de modernisation des sols et des murs",217010.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_011,2022,10,,,réseau d'eau,34357.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_012,2022,10,,,"d'alarme, rénovation de la salle de spectacle",108904.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_013,2022,10,,,CPA Grange aux Belles - Création d'une réserve (Dojo) et travaux de peinture,71141.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_014,2022,10,,,CPA Jean Verdier - Amélioration de l'accueil,40456.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_015,2022,10,,,"TEP Verdun-Valmy , remplacement de la clôture (TEP)",50543.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_016,2022,10,,,CS Grange aux Belles - Sécurisation de la façade et travaux de maçonnerie,33873.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_017,2022,10,,,Gymnase Parmentier - Remplacement des buts,23182.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_018,2022,10,,,Rue Saint Vincent de Paul,723581.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_019,2022,10,,,"Rue du Château d'Eau, chaussée",192286.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_020,2022,10,,,Rue des Vinaigrier et Poulmarch - Réfection des trottoirs,113611.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_10_27_021,2022,10,,,Rue Boy Zélensky (entre n°1 et 10) - Travaux de réfection,111407.0,autre,0.7,27,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_000,2022,11,,,EE 77 boulevard de Belleville - Modernisation des menuiseries extérieurs,114728.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_001,2022,11,,,"EM 11 bis, avenue Parmentier - Modernisation de la couverture",126876.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_002,2022,11,,,"EM 10 bis, rue Duranti - Sécurisation et Amélioration des façades",102202.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_003,2022,11,,,"EE 8, cité Voltaire - Modernisation sanitaires 1er étage, Modernisation des portes et fenêtres",96765.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_004,2022,11,,,"EE 109 bis, avenue Parmentier - Modernisation de la couverture",91863.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_005,2022,11,,,Square des jardinières - Modernisation du TEP,54277.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_006,2022,11,,,"CC 13 bis, rue Popincourt - Modernisation des menuiseries, Restructuration des plans de change",120932.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_007,2022,11,,,"CC 62, rue Saint-Sabin - Remplacement des portes pivot",87758.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_008,2022,11,,,"TEP Philippe Auguste - Création d'une salle polyvalente, rénovation de la piste du terrain",150268.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_009,2022,11,,,désenfumage,54655.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_010,2022,11,,,"Avenue de la République - Piste cyclable, réfection de la chaussée",561113.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_011,2022,11,,,Boulevard de Ménilmontant - Réfection de la chaussée,223176.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_012,2022,11,,,République St Ambroise - Embellir Votre Quartier,134049.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_013,2022,11,,,Basilique Notre Dame Du Perpetuel Secours - Restauration des toitures,204706.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_014,2022,11,,,Eglise Saint-Joseph - Restauration du massif d'entrée,151602.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_015,2022,11,,,"Opérations individualisées 1er degré EM 12, Cité Souzy - Rénovation de la cuisine",1193077.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_016,2022,11,,,Mairie du 11ème arrondissement - Ravalement et couverture,859892.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_017,2022,11,,,CPA Mercoeur - Démolition Renovation,303436.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_018,2022,11,,,Rue du Faubourg Saint-Antoine - Travaux d'aménagement,1006195.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_019,2022,11,,,AP de Budget Participatif,2019.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_020,2022,11,,,Des cours embellies et équipées pour les élèves du 11e,289804.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_021,2022,11,,,Rénovons les terrains de sport du 11e,195147.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_022,2022,11,,,Réduire l'empreinte écologique des bâtiments,149204.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_023,2022,11,,,Refaire les trottoirs dégradés à Belleville Saint-Maur,284784.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_11_31_024,2022,11,,,Rénover et sécuriser les rues du quartier Belleville Saint-Maur,173416.0,autre,0.7,31,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_000,2022,12,,,travaux sur l'issue de secours,22997.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_001,2022,12,,,études sur le confort thermique,35985.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_002,2022,12,,,EE Charenton - Cour oasis et modernisation des menuiseries extérieures,557279.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_003,2022,12,,,des murs de la cours,391113.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_004,2022,12,,,"changement des portes côté cour, modernisation du sol de la cour",194404.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_005,2022,12,,,EM Baudelaire - Modernisation des menuiseries extérieures,182772.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_006,2022,12,,,EM Brèche aux Loups - Modernisation de la voie d'accès,168493.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_007,2022,12,,,"des escaliers, modernisation de la ventilation du réfectoire",108384.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_008,2022,12,,,EM Marsoulan - Modernisation du sol de la terrasse et rénovation de peinture,45566.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_009,2022,12,,,"d'aménagement de la terrasse (R+1), bureau du DGS",55444.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_010,2022,12,,,Square Jean Morin - Réaménagement de l'aire de jeux,93302.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_011,2022,12,,,Square Van Vollenhoven - Rénovation des portails et divers travaux,76027.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_012,2022,12,,,Parc de Bercy - Rénovation de la Roseraie,42850.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_013,2022,12,,,CC Pommard - Modernisation du poste de change,55591.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_014,2022,12,,,CC Daumesnil - Changement des plans de change,52207.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_015,2022,12,,,MC Montgallet - Changement des fenêtres du bureau de la directrice,14963.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_016,2022,12,,,CPA Musidora - Remplacement de fenêtres,42853.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_017,2022,12,,,et d'accessibilité,25953.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_018,2022,12,,,(travaux d'étanchéité),452700.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_019,2022,12,,,Aire de roller Bercy - Travaux de restructuration,32028.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_020,2022,12,,,CS Carnot - Rénovation des vestiaires et des sanitaires,120043.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_021,2022,12,,,CS Polygone - Système de sécurité incendie,44988.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_022,2022,12,,,Rue de Reuilly : Placette Reuilly,439041.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_023,2022,12,,,Rue de la Brèche aux Loups,268829.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_024,2022,12,,,Rue de Charenton- Travaux de désencombrement,148577.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_025,2022,12,,,Rue de Charenton - rue Poudhon - rue Taine,109668.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_026,2022,12,,,Rue de Reuilly - Mise à sens unique de la rue de Reuilly,302992.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_027,2022,12,,,Réfection des pieds d'arbre et végétalisation,194637.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_028,2022,12,,,Quai de la Rapée - Rénovation de la chaussée,175966.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_12_34_029,2022,12,,,Quai de Bercy - Travaux sur la piste cyclable du quai de Bercy,107487.0,autre,0.7,34,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_13_38_000,2022,13,,,"EM 100, rue Glacière - Modernisation des sanitaires, Opérations multiples",199386.0,autre,0.7,38,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_13_38_001,2022,13,,,"d'éclairage, divers",162963.0,autre,0.7,38,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_13_38_002,2022,13,,,EM 31 rue Château des Rentiers - Désamiantage des deux cages d'escalier,131444.0,autre,0.7,38,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_13_38_003,2022,13,,,"de la salle des fêtes, divers travaux",74130.0,autre,0.7,38,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_13_38_004,2022,13,,,Jardin Juan Miro - Réfection de l'aire de jeux,124507.0,autre,0.7,38,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_13_38_005,2022,13,,,Jardin Yacine Kateb - Réfection des allées et des entrées,90699.0,autre,0.7,38,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_13_38_006,2022,13,,,"CC 33, rue du Javelot - Travaux d'étancheité, Création d'une réserve au sous sol",262557.0,autre,0.7,38,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_13_38_007,2022,13,,,"CC 10, rue de la Pointe d'Ivry - Mise aux normes du plan de change",121706.0,autre,0.7,38,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_13_38_008,2022,13,,,"CS Carpentier - Remplacement du TGBT, rénovation des vestiaires",233784.0,autre,0.7,38,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_13_38_009,2022,13,,,"CS Boutroux - Remplacement des eclisses, Rénovation des locaux sociaux",109304.0,autre,0.7,38,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_13_38_010,2022,13,,,Divers rues - Embellir Votre Quartier Choisy,1052734.0,autre,0.7,38,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_13_38_011,2022,13,,,Rue Caillaux - Travaux de rénovation de chaussée,178489.0,autre,0.7,38,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_13_38_012,2022,13,,,Rue Jenner - Travaux de rénovation de chaussée,148762.0,autre,0.7,38,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
2022_13_38_013,2022,13,,,Sainte-Anne de la Butte-aux-Cailles - Consolidation pérenne,1040649.0,autre,0.7,38,https://cdn.paris.fr/paris/2023/07/05/09-ca-2022-investissements-localises-3owH.pdf,2026-02-06
